id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords,media_type
260514,Cars 3,6.853,5263,Released,2017-06-15,383925276,102,False,/86TlYSntBzD4pxLNM6U3GoOfGdD.jpg,175000000,http://cars.disney.com,tt3606752,en,Cars 3,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",62.961,/jJ8TnHvWHaVadW5JJjGYsM07j9i.jpg,It's not over until lightning strikes.,"Animation, Adventure, Comedy, Family",Pixar,United States of America,English,"trainer, sequel, anthropomorphism, travel, racing, high tech",movie
273477,Scouts Guide to the Zombie Apocalypse,6.507,1737,Released,2015-10-23,14860766,93,False,/hUpHXyLRNvtt0AAwdPmUsSQQKB8.jpg,15000000,http://www.scoutsandzombiesmovie.com/,tt1727776,en,Scouts Guide to the Zombie Apocalypse,"Three scouts and lifelong friends join forces with one badass cocktail waitress to become the world’s most unlikely team of heroes.  When their peaceful town is ravaged by a zombie invasion, they’ll fight for the badge of a lifetime and put their scouting skills to the test to save mankind from the undead.",39.091,/lUKvvSnjFlazrdh6wyHxHrdMknD.jpg,Always bring protection.,"Comedy, Horror","Broken Road Productions, Brucks Entertainment, Oops Doughnuts Productions",United States of America,English,"shotgun, camping, campsite, gore, strip club, zombie, dripping blood, flesh eating, boy scouts, zombie apocalypse",movie
413998,My Cousin Rachel,5.678,526,Released,2017-06-08,9200168,106,False,/atGEqsebanmOwqnvluQSxi6DaVP.jpg,0,http://www.foxsearchlight.com/mycousinrachel/,tt4411596,en,My Cousin Rachel,"A young Englishman plots revenge against his mysterious, beautiful cousin, believing that she murdered his guardian. But his feelings become complicated as he finds himself falling under the beguiling spell of her charms.",10.83,/yz9Pnx5tbpZOHWsCD0LtoTCgmLi.jpg,Did she or didn't she?,"Drama, Romance","Fox Searchlight Pictures, Free Range Films, TSG Entertainment","United Kingdom, United States of America","English, Italian","based on novel or book, cliff, suspicion, cornwall, england, love, remake, jewels",movie
11360,Dumbo,6.995,4591,Released,1941-10-31,1600000,64,False,/aRVQ1EgTx3vbhK6qls2O834bPQc.jpg,812000,,tt0033563,en,Dumbo,"Dumbo is a baby elephant born with over-sized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy Timothy the Mouse,  the pint-sized pachyderm learns to surmount all obstacles.",60.157,/4x9FmvdJ464Fg7A9XcbYSmxfVw3.jpg,The One...The Only...The FABULOUS...,"Animation, Family",Walt Disney Productions,United States of America,English,"mother, dream, nightmare, suffering, circus, clown, ear, musical, crow, affection, storch, big ears, cartoon mouse, cartoon elephant",movie
32657,Percy Jackson & the Olympians: The Lightning Thief,6.21,6964,Released,2010-02-01,226497209,118,False,/sEyNWq9985lyUrwayWnvicT4FHA.jpg,95000000,https://www.percyjacksonthemovie.com,tt0814255,en,Percy Jackson & the Olympians: The Lightning Thief,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",62.104,/vayx5t1cYCpBGV9ylTGn0Sr9rA2.jpg,Worlds collide.,"Adventure, Fantasy, Family","1492 Pictures, Sunswept Entertainment, Dune Entertainment",United States of America,English,"monster, based on novel or book, greek mythology, dyslexia, god, poseidon  , lightning bolt, fantasy world, demigod, based on young adult novel",movie
60935,The Thing,6.203,2663,Released,2011-10-12,31505287,103,False,/lIubEsQJdgZjl9Eol025eX53lWk.jpg,35000000,http://www.uphe.com/movies/the-thing-2011,tt0905372,en,The Thing,"When paleontologist Kate Lloyd travels to an isolated outpost in Antarctica for the expedition of a lifetime, she joins an international team that unearths a remarkable discovery. Their elation quickly turns to fear as they realize that their experiment has freed a mysterious being from its frozen prison. Paranoia spreads like an epidemic as a creature that can mimic anything it touches will pit human against human as it tries to survive and flourish in this spine-tingling thriller.",30.741,/dmn2nVo8h7LMnk694JxCRIwK06p.jpg,It's Not Human. Yet.,"Horror, Science Fiction, Mystery, Thriller","Universal Pictures, Morgan Creek, Strike Entertainment","United States of America, Canada","English, Norwegian, Danish","based on novel or book, paranoia, research station, alien life-form, prequel, antarctica, blizzard, duringcreditsstinger",movie
10144,The Little Mermaid,7.355,7316,Released,1989-11-17,211343479,83,False,/bZbBTrefbgTvVK8CN56zKIHNomI.jpg,40000000,https://movies.disney.com/the-little-mermaid,tt0097757,en,The Little Mermaid,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,79.593,/plcZXvI310FkbwIptvd6rqk63LP.jpg,Somewhere under the sea and beyond your imagination is an adventure in fantasy.,"Animation, Family, Fantasy","Walt Disney Pictures, Silver Screen Partners IV, Walt Disney Feature Animation",United States of America,"English, French","princess, sea, daughter, kingdom, fireworks, mermaid, prince, musical, crab, fish out of water, misunderstanding, single father, based on fairy tale, true love, bargain, trident, father daughter relationship",movie
675353,Sonic the Hedgehog 2,7.57,4225,Released,2022-04-08,405421518,123,False,/yEQqrW61rwNuVRHTjgHOAU4dXNE.jpg,110000000,https://www.paramountmovies.com/movies/sonic-the-hedgehog-2,tt12412888,en,Sonic the Hedgehog 2,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",142.66,/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg,Welcome to the next level.,"Action, Adventure, Family, Comedy","Original Film, Blur Studio, Marza Animation Planet, Paramount, SEGA","Japan, United States of America","English, French, Latin, Greek, Russian","mad scientist, sequel, revenge, based on video game, duringcreditsstinger, hedgehog, live action and animation",movie
1359,American Psycho,7.4,9797,Released,2000-04-13,34266564,102,False,/bneUTWFAcVCdsb0O5UwZbJd8xqZ.jpg,7000000,,tt0144084,en,American Psycho,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",55.224,/9uGHEgsiUXjCNq8wdq4r49YL8A1.jpg,I think my mask of sanity is about to slip.,"Thriller, Drama, Crime","Muse Productions, Pressman Film, Lionsgate","Canada, United States of America","English, Spanish, Cantonese","new york city, based on novel or book, businessman, psychopath, grave, dark comedy, satire, wall street, serial killer, chainsaw, big city, psychological thriller, macabre, character study, white collar, harvard business school, voice imitation, shocking, aggressive, insecure, 1980s, american businessman, bloody, ambiguity, horror, callous",movie
395990,Death Wish,6.135,2366,Released,2018-03-02,34017028,107,False,/f7iiopM4drxjXd4Oow3fbdCgMNV.jpg,30000000,https://www.deathwish.movie/,tt1137450,en,Death Wish,A mild-mannered father is transformed into a killing machine after his family is torn apart by a violent act.,40.484,/g0eEEZAqMf98ULQnoiORuazjOpn.jpg,How Far Would You Go To Protect Your Family?,"Action, Crime, Drama, Thriller","Metro-Goldwyn-Mayer, Cave 76 Productions",United States of America,English,"robbery, based on novel or book, police, gun, kidnapping, detective, remake, vigilante, shootout, dark hero, criminal, death of wife, father daughter relationship, vigilante justice",movie
941,Lethal Weapon,7.286,4164,Released,1987-03-06,120207127,110,False,/guTNnSWS3CaH71jasY8W1FMptjG.jpg,15000000,,tt0093409,en,Lethal Weapon,"Veteran buttoned-down LAPD detective Roger Murtaugh is partnered with unhinged cop Martin Riggs, who -- distraught after his wife's death -- has a death wish and takes unnecessary risks with criminals at every turn. The odd couple embark on their first homicide investigation as partners, involving a young woman known to Murtaugh with ties to a drug and prostitution ring.",27.89,/fTq4ThIP3pQTYR9eDepsbDHqdcs.jpg,If these two can learn to stand each other... the bad guys don't stand a chance.,"Adventure, Action, Comedy, Thriller, Crime","Silver Pictures, Warner Bros. Pictures",United States of America,English,"showdown, police, self-destruction, mixed martial arts, los angeles, california, police detective, ex soldier, wisecrack humor, buddy cop, lapd, maverick cop, homicide detective, christmas, death of wife, action hero",movie
70006,Never Back Down 2: The Beatdown,6.467,590,Released,2011-09-13,0,99,False,/mgstAcEIqF3RIWVqP4jICEy3q9F.jpg,3000000,,tt1754264,en,Never Back Down 2: The Beatdown,Four fighters from different backgrounds come together to train under an ex MMA rising star and then ultimately have to fight each other and the traitor in their midst.,28.213,/ywdD73k13XGho13MSUzQIDxD4iA.jpg,,"Drama, Action",Stage 6 Films,United States of America,English,"sports, kiss, fistfight, cage, cage fighting, kickboxer, martial arts tournament, beefcake, martial arts training",movie
10587,Police Academy 4: Citizens on Patrol,5.5,1047,Released,1987-04-02,76800000,88,False,/9KzNVjbXdt7qufCpRObIkERCE0M.jpg,17000000,https://www.warnerbros.com/movies/police-academy-4-citizens-patrol/,tt0093756,en,Police Academy 4: Citizens on Patrol,"A new batch of recruits arrives at Police Academy, this time a group of civilian volunteers who have joined Commandant Lassard's new Citizens on Patrol program. Although the community relations project has strong governmental support, a disgusted Captain Harris is determined to see it fail.",15.942,/vvk5aWBJE3EqDX2ln6M4J4UiUXr.jpg,"On land, on sea, or in the air, no place is safe from them!","Comedy, Crime",Warner Bros. Pictures,United States of America,English,"handcuffs, police chief, police operation, police everyday life, police headquarter",movie
298618,The Flash,6.898,2959,Released,2023-06-13,268375616,144,False,/yF1eOkaYvwiORauRCPWznV9xVvi.jpg,300000000,https://www.dc.com/theflash,tt0439572,en,The Flash,"When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?",480.393,/rktDFPbfHfUbArZ6OOOKsXcv0Bm.jpg,Worlds collide.,"Action, Adventure, Science Fiction","Warner Bros. Pictures, Double Dream, The Disco Factory, DC Films",United States of America,"English, Spanish, Russian","hero, secret identity, superhero, based on comic, superhuman, super power, aftercreditsstinger, butterfly effect, dc extended universe (dceu), superhuman abilities, loss of mother, absurd",movie
669671,Night Teeth,6.448,692,Released,2021-10-20,0,107,False,/xmqXQOGxFaUCZr9wXrD2WD2V3aT.jpg,21700000,https://www.netflix.com/title/81043660,tt10763820,en,Night Teeth,"A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions—and their dangerous, shadowy underworld—he must fight to stay alive.",14.299,/4niEFGAUEz3GUqwk9Y2y4aAERhE.jpg,Paint the town red.,"Horror, Thriller, Action","42, Unique Features","United Kingdom, United States of America",English,"college student, bloody, moonlighting",movie
10336,Spawn,5.381,1218,Released,1997-07-31,87840042,96,False,/41oen4uX7sy0aKSc5P1leJqvutE.jpg,40000000,,tt0120177,en,Spawn,"After being murdered by corrupt colleagues in a covert government agency, Al Simmons makes a pact with the devil to be resurrected to see his beloved wife Wanda. In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.",27.72,/3svvunKXkhRvEKByGDua1Qu0otq.jpg,Born in darkness. Sworn to justice.,"Action, Adventure, Fantasy, Horror, Science Fiction, Thriller","New Line Cinema, Pull Down Your Pants Pictures, Todd McFarlane Entertainment, Juno Pix",United States of America,English,"anti hero, secret agent, fistfight, based on comic, burn victim",movie
10066,House of Wax,5.931,2766,Released,2005-05-05,68766121,113,False,/hXHJotZCTX4JQN080ZitJueR3H9.jpg,40000000,,tt0397065,en,House of Wax,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,33.603,/r0v8qg78Ol9NIsRGe3DME27ORpd.jpg,Prey. Slay. Display,"Horror, Thriller","Village Roadshow Pictures, Dark Castle Entertainment, Warner Bros. Pictures",United States of America,English,"louisiana, traffic jam, remake, murder, wax museum, slasher, twins, group of friends, ghost town, wax, waxwork, brother sister relationship, horror 2000s, amused, antagonistic, disapproving",movie
199373,The Frozen Ground,6.268,1341,Released,2013-07-11,5496951,105,False,/xLW4UQ4zYf7fHrei9pqx4fJsfKy.jpg,27220000,,tt2005374,en,The Frozen Ground,An Alaska State Trooper partners with a young woman who escaped the clutches of serial killer Robert Hansen to bring the murderer to justice. Based on actual events.,15.056,/kf9tssa2uIy4ka7pU6DdmdfG3ul.jpg,The hunter becomes the hunted,"Thriller, Crime","Picture Perfect Corporation, Grindstone Entertainment Group, EFO Films, Cheetah Vision, Court Five, Valentina Films, K5 International, Paradox Entertainment, Envision Entertainment",United States of America,English,"prostitute, escape, hitman, winter, gun, kidnapping, confession, runaway, based on true story, strip club, pole dancer, serial killer, man hunt, hunting, drug overdose, anchorage alaska",movie
359724,Ford v Ferrari,8.01,6972,Released,2019-11-13,225508210,153,False,/ydmZIafp66mHABs3QJDwvjRgZfE.jpg,97600000,https://www.foxmovies.com/movies/ford-v-ferrari,tt1950186,en,Ford v Ferrari,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",78.353,/dR1Ju50iudrOh3YgfwkAU1g2HZe.jpg,They took the American dream for a ride,"Drama, Action, History","20th Century Fox, TSG Entertainment, Chernin Entertainment, Turnpike Films",United States of America,"French, Japanese, Italian, English","based on novel or book, car race, sports, car mechanic, biography, based on true story, le mans, racing, race car driver, 1960s",movie
10007,See No Evil,5.429,580,Released,2006-05-19,18707966,84,False,/cYeGgYKWhqfDZxnXZKWqJSjqg3.jpg,8000000,,tt0437179,en,See No Evil,"A group of delinquents are sent to clean the Blackwell Hotel but little do they know reclusive psychopath Jacob Goodnight has holed away in the rotting hotel. When one of the teens is captured, those who remain band together to survive against the brutal killer.",13.705,/kAmRKToJVhfF6ObKnZ0hOYxL40L.jpg,Evil Gets Raw,"Horror, Thriller","Lions Gate Films, WWE Studios",United States of America,English,"hotel, prisoner, eye ball, remake, murder, serial killer, religious fundamentalism, pro wrestler",movie
8920,Garfield,5.669,3628,Released,2004-06-10,200804534,80,False,/6SSEa1OfqrHGg7XTLNTxbyyioRB.jpg,50000000,,tt0356634,en,Garfield,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",87.413,/vqwTSWNLyH55g8kBT61s2DgNYEp.jpg,Get ready for frisky business.,"Animation, Comedy, Family","Davis Entertainment, 20th Century Fox",United States of America,English,"cat, competition, mascot, based on comic, lasagne, pets, live action and animation",movie
295699,Everybody Wants Some!!,6.367,1009,Released,2016-03-30,3400278,116,False,/2qJYF7jQSUhpk6kXBCd75bBA0S0.jpg,10000000,http://www.everybodywantssomemovie.com/,tt2937696,en,Everybody Wants Some!!,A comedy that follows a group of friends as they navigate their way through the freedoms and responsibilities of unsupervised adulthood.,10.258,/vAIFZ8bw0spSvcIYgfuX99B3H2w.jpg,Here for a good time. Not a long time.,Comedy,Annapurna Pictures,United States of America,English,"college, male friendship, rivalry",movie
180,Minority Report,7.3,8013,Released,2002-06-20,358372926,145,False,/qq4H9JfBKQ5DarMLI6lhUQjn9D7.jpg,102000000,,tt0181689,en,Minority Report,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.",30.06,/ccqpHq5tk5W4ymbSbuoy4uYOxFI.jpg,The system is perfect until it comes after you.,"Action, Thriller, Science Fiction, Mystery","Digital Image Associates, Cruise/Wagner Productions, Blue Tulip Productions, Ronald Shusett/Gary Goldman, Amblin Entertainment, 20th Century Fox, DreamWorks Pictures",United States of America,"English, Swedish","washington dc, usa, police chief, precognition, hologram, futuristic, murder, conspiracy, police chase, drugs, home video, based on short story, ex-husband ex-wife relationship, mentor protégé relationship, tech noir, stasis, prevention, missing son, future noir, loss of child, surveillance state, psychic vision, conspiracy thriller, 2050s",movie
44943,Battle: Los Angeles,5.732,3185,Released,2011-03-08,211819354,116,False,/buspsNeIGOAznaYQsnGDmQLZakW.jpg,70000000,http://www.battlela.com,tt1217613,en,Battle: Los Angeles,"When once distant UFOs become a terrifying threat attacking Earth, a Marine staff sergeant and his team take it upon themselves to face the enemy and protect what remains of the planet.",39.331,/jloyGeVYZSxM9zsLFvVOWuj2ey4.jpg,It's not war. It's survival.,"Science Fiction, Action","Columbia Pictures, Relativity Media, Original Film, Sony Pictures",United States of America,"English, Ukrainian","hero, saving the world, chaos, marine corps, retirement, meteor, space invasion, alien, survival, battlefield, sergeant, los angeles, california, battle, alien invasion, u.s. marine, escapade, heroic mission, evil alien",movie
